7200,0,2d0,0,D,UNK-NOW,Unknown,Unknown,Unknown,2
49621501,21501,1f0,53fd,D,HALIFAXEMS,Halifax EMS,EMS Dispatch,Halifax County,2
49621502,21502,1f0,53fe,D,HALIFAXFIRE,Halifax Fire,Fire Dispatch,Halifax County,2
49621503,21503,1f0,53ff,D,HALIFAXMAID,Halifax Mutual Aid,Interop,Halifax County,2
49621504,21504,1f0,5400,D,HALIFAXSO,Halifax Sheriff,Law Dispatch,Halifax County,2
49621505,21505,1f0,5401,D,HALIFAXTAC,Halifax TAC,Multi-Tac,Halifax County,2
49622000,22000,1f0,55f0,D,HARESADMIN,Harnett County ES Admin,Multi-Talk,Harnett County,2
49622001,22001,1f0,55f1,D,HARNETTEMS,Harnett County EMS,EMS Dispatch,Harnett County,2
49622002,22002,1f0,55f2,D,HCOFIRERESPN,Harnett County Fire Response,Fire Dispatch,Harnett County,2
49622003,22003,1f0,55f3,D,HARNETTMAID,Harnett County Mutual Aid,Interop,Harnett County,2
49622004,22004,1f0,55f4,D,HAR SO DISP1,Harnett County Sheriff Dispatch 1,Law Dispatch,Harnett County,2
49622005,22005,1f0,55f5,D,HAR SO DISP2,Harnett County Sheriff Dispatch 2,Law Tac,Harnett County,2
49622006,22006,1f0,55f6,D,HARNETTSOINV,Harnett County Sheriff Investigations,Law Tac,Harnett County,2
49622007,22007,1f0,55f7,D,HARNSONARC,Harnett County Sheriff NARC,Law Tac,Harnett County,2
49622008,22008,1f0,55f8,D,HARNSOTACT,Harnett County Sheriff TACT,Law Tac,Harnett County,2
49622009,22009,1f0,55f9,D,HCOFIRETAC1,Harnett County Fire TAC 1,Multi-Tac,Harnett County,2
49622010,22010,1f0,55fa,D,HARNSOPAT1,Harnett County Sheriff Patrol 1,Law Talk,Harnett County,2
49622011,22011,1f0,55fb,D,HARNSOPAT2,Harnett County Sheriff Patrol 2,Law Talk,Harnett County,2
49622012,22012,1f0,55fc,D,HARNSOPAT3,Harnett County Sheriff Patrol 3,Law Talk,Harnett County,2
49622013,22013,1f0,55fd,D,HARSOTRANS,Harnett County Sheriff's Office Transport,Law Tac,Harnett County,2
49622014,22014,1f0,55fe,D,HCOCOURT,Harnett County Courthouse,Public Works,Harnett County,2
49622015,22015,1f0,55ff,D,HARSOICE,Harnett Co Sheriffs Office ICE,Law Tac,Harnett County,2
49622017,22017,1f0,5601,D,LILLINGTNPD,Lillington Police Dispatch,Law Dispatch,Harnett County,2
49622018,22018,1f0,5602,D,DUNN ER PD,Dunn/Erwin PD Dispatch,Law Dispatch,Harnett County,2
49622019,22019,1f0,5603,D,DUNN PD 1,Dunn PD 1,Law Tac,Harnett County,2
49622020,22020,1f0,5604,D,DUNN PD 2,Dunn PD 2,Law Tac,Harnett County,2
49622021,22021,1f0,5605,D,DUNN PD 3,Dunn PD 3,Law Tac,Harnett County,2
49622022,22022,1f0,5606,D,HCOFIREALERT,Harnett County Fire Alert,Fire-Tac,Harnett County,2
49622023,22023,1f0,5607,D,HCOEMSALERT,Harnett County EMS Alert,EMS-Tac,Harnett County,2
49622024,22024,1f0,5608,D,HCOCOMMON 1,Harnett County Common 1,Interop,Harnett County,2
49622035,22035,1f0,5613,D,HCOEMSTRANSP,Harnett EMS Medical Transport,EMS-Tac,Harnett County,2
49622036,22036,1f0,5614,D,HCOPSEVENT 1,Harnett County Public Safety Event 1,Multi-Talk,Harnett County,2
49622037,22037,1f0,5615,D,HCOPSEVENT 2,Harnett County Public Safety Event 2,Multi-Talk,Harnett County,2
49622038,22038,1f0,5616,D,HCOFIRETAC 2,Harnett County Fire TAC 2,Fire-Tac,Harnett County,2
49622039,22039,1f0,5617,D,HCOFIRETAC 3,Harnett County Fire TAC 3,Fire-Tac,Harnett County,2
49622040,22040,1f0,5618,D,HCOFIRETAC 4,Harnett County Fire TAC 4,Fire-Tac,Harnett County,2
49622041,22041,1f0,5619,D,HCOFIRETAC 5,Harnett County Fire TAC 5,Fire-Tac,Harnett County,2
49622042,22042,1f0,561a,D,HCOFIRETAC 6,Harnett County Fire TAC 6,Fire-Tac,Harnett County,2
49622043,22043,1f0,561b,D,HCOFIRETAC 7,Harnett County Fire TAC 7,Fire-Tac,Harnett County,2
49622044,22044,1f0,561c,D,HCOFIRETAC 8,Harnett County Fire TAC 8,Fire-Tac,Harnett County,2
49622045,22045,1f0,561d,D,HCOFIRETAC 9,Harnett County Fire TAC 9,Fire-Tac,Harnett County,2
49622046,22046,1f0,561e,D,HCOFIRETAC10,Harnett County Fire TAC 10,Fire-Tac,Harnett County,2
49622047,22047,1f0,561f,D,HCOFIRETAC11,Harnett County Fire TAC 11,Fire-Tac,Harnett County,2
49622048,22048,1f0,5620,D,HCOFIRETAC12,Harnett County Fire TAC 12,Fire-Tac,Harnett County,2
49622049,22049,1f0,5621,D,HCOFIRETAC13,Harnett County Fire TAC 13,Fire-Tac,Harnett County,2
49622050,22050,1f0,5622,D,HCOFIRETAC14,Harnett County Fire TAC 14,Fire-Tac,Harnett County,2
49622051,22051,1f0,5623,D,HCO OPS 15,Harnett County Operations 15,Interop,Harnett County,2
49622052,22052,1f0,5624,D,HCO OPS 16,Harnett County Operations 16,Interop,Harnett County,2
49622053,22053,1f0,5625,D,HCO OPS 17,Harnett County Operations 17,Interop,Harnett County,2
49622054,22054,1f0,5626,D,HCO OPS 18,Harnett County Operations 18,Interop,Harnett County,2
49622055,22055,1f0,5627,D,HCO OPS 19,Harnett County Operations 19,Interop,Harnett County,2
49622056,22056,1f0,5628,D,HCO OPS 20,Harnett County Operations 20,Interop,Harnett County,2
49622057,22057,1f0,5629,D,HCO OPS 21,Harnett County Operations 21,Interop,Harnett County,2
49622058,22058,1f0,562a,D,HCO OPS 22,Harnett County Operations 22,Interop,Harnett County,2
49622059,22059,1f0,562b,D,HCO OPS 23,Harnett County Operations 23,Interop,Harnett County,2
49622060,22060,1f0,562c,D,HCO OPS 24,Harnett County Operations 24,Interop,Harnett County,2
49622061,22061,1f0,562d,D,HCO OPS 25,Harnett County Operations 25,Interop,Harnett County,2
49622062,22062,1f0,562e,D,HCO OPS 26,Harnett County Operations 26,Interop,Harnett County,2
49622063,22063,1f0,562f,D,HCO OPS 27,Harnett County Operations 27,Interop,Harnett County,2
49622064,22064,1f0,5630,D,HCO OPS 28,Harnett County Operations 28,Interop,Harnett County,2
49622065,22065,1f0,5631,D,HC WATER,Harnett County Water,Public Works,Harnett County,2
49622066,22066,1f0,5632,D,HAR TRANS,Harnett Co Transportation services,Transportation,Harnett County,2
49622500,22500,1f0,5.70E+05,D,HAYWDEM,Haywood County Emergency Management,Emergency Ops,Haywood County,2
49622501,22501,1f0,5.70E+06,D,HAYWDEMS,Haywood County EMS,EMS-Tac,Haywood County,2
49622502,22502,1f0,5.70E+07,D,HAYWDFD,Haywood County FD,Fire-Tac,Haywood County,2
49622503,22503,1f0,5.70E+08,D,HAYWDLAW,Haywood County Law,Law Tac,Haywood County,2
49622504,22504,1f0,5.70E+09,D,HAYWDTAC,Haywood County TAC,Multi-Tac,Haywood County,2
49622505,22505,1f0,5.70E+10,D,HAYWOOD MA,County Mutual Aid,Interop,Haywood County,2
49623023,23023,1f0,59ef,D,HENDCO M/A,Mutual Aid,Interop,Henderson County,2
49623500,23500,1f0,5bcc,D,HERTFORDEM,Hertford County Emergency Management,Multi-Talk,Hertford County,2
49623501,23501,1f0,5bcd,D,HERTFORDEMS,Hertford County EMS,EMS Dispatch,Hertford County,2
49623502,23502,1f0,5bce,D,HERTFORDFIRE,Hertford County Fire,Fire Dispatch,Hertford County,2
49623503,23503,1f0,5bcf,D,HERTFORDMAID,Hertford County Mutual Aid,Interop,Hertford County,2
49623504,23504,1f0,5bd0,D,HERTFORDSO,Hertford County Sheriff ,Law Dispatch,Hertford County,2
49623505,23505,1f0,5bd1,D,HERTFORDTAC,Hertford County TAC,Multi-Tac,Hertford County,2
49624002,24002,1f0,5dc2,D,HOKECOEMS,EMS Dispatch,EMS Dispatch,Hoke County,2
49624003,24003,1f0,5dc3,D,HOKECOFD,Fire Dispatch,Fire Dispatch,Hoke County,2
49624004,24004,1f0,5dc4,D,HOKE M/A,Hoke Mutual Aid,Multi-Tac,Hoke County,2
49624005,24005,1f0,5dc5,D,HOKECOSO,Sheriffs Office Dispatch,Law Dispatch,Hoke County,2
49624007,24007,1f0,5dc7,D,HOKESONARC,Sheriff Office Narcotics,Law Tac,Hoke County,2
49624008,24008,1f0,5dc8,D,HOKE NARC,Sheriff Narc,Law Tac,Hoke County,2
49624010,24010,1f0,5dca,D,HOKE TAC1,County Tactical 1,Fire-Tac,Hoke County,2
49624011,24011,1f0,5dcb,D,HOKE TAC2,County Tactical 2,Multi-Tac,Hoke County,2
49624022,24022,1f0,5dd6,D,RAEFORD PD,Raeford PD Disp,Law Dispatch,Hoke County,2
49624030,24030,1f0,5dde,D,HOKE SO 2,Sheriff Dispatch 2,Law Dispatch,Hoke County,2
49624500,24500,1f0,5fb4,D,HYDECOSOMAIN,Hyde County Sheriff Main,Law Dispatch,Hyde County,2
49624501,24501,1f0,5fb5,D,HYDEEMDISP,Hyde County Emergency Management,Multi-Talk,Hyde County,2
49624502,24502,1f0,5fb6,D,HYDEEMSDISP,Hyde County EMS ,EMS Dispatch,Hyde County,2
49624503,24503,1f0,5fb7,D,HYDEFDDISP,Hyde County Fire,Fire Dispatch,Hyde County,2
49624504,24504,1f0,5fb8,D,HYDEMAID,Hyde County Mutual Aid,Interop,Hyde County,2
49624505,24505,1f0,5fb9,D,HYDESOADMIN,Hyde County Sheriff Admin,Law Talk,Hyde County,2
49624506,24506,1f0,5fba,D,HYDESOOPS,Hyde County Sheriff OPS,Law Tac,Hyde County,2
49624507,24507,1f0,5fbb,D,HYDETAC40,Hyde County TAC 40,Multi-Tac,Hyde County,2
49624508,24508,1f0,5fbc,D,HYDETAC50,Hyde County TAC 50,Multi-Tac,Hyde County,2
49624509,24509,1f0,5fbd,D,HYDETAC60,Hyde County TAC 60,Multi-Tac,Hyde County,2
49624510,24510,1f0,5fbe,D,HYDETAC70,Hyde County TAC 70,Multi-Tac,Hyde County,2
49624511,24511,1f0,5fbf,D,HYDETAC80,Hyde County TAC 80,Multi-Tac,Hyde County,2
49624512,24512,1f0,5fc0,D,HYDETAC90,Hyde County TAC 90,Multi-Tac,Hyde County,2
49625000,25000,1f0,61a8,D,IREDELL A/C,Animal Control,Public Works,Iredell County,2
49625001,25001,1f0,61a9,D,IREDELL EM,Emergency Management,Emergency Ops,Iredell County,2
49625002,25002,1f0,61aa,D,IREDELLCOEMS,EMS,EMS Dispatch,Iredell County,2
49625003,25003,1f0,61ab,D,IredCoEMSOps,EMS Operations,EMS-Tac,Iredell County,2
49625004,25004,1f0,61ac,D,IREDELLFDOPS,Fire - Operations,Fire-Tac,Iredell County,2
49625005,25005,1f0,61ad,D,IREDELLCO FD,Fire,Fire Dispatch,Iredell County,2
49625007,25007,1f0,61af,D,IREDELLNARC2,Sheriff's Office - NARC2,Law Talk,Iredell County,2
49625008,25008,1f0,61b0,D,IREDERESQOPS,Rescue - Operations,EMS Dispatch,Iredell County,2
49625009,25009,1f0,61b1,D,IREDELLCO SO,Sheriff's Office,Law Dispatch,Iredell County,2
49625010,25010,1f0,61b2,D,IREDELLCO SO,IREDELLCO SO,Law Tac,Iredell County,2
49625011,25011,1f0,61b3,D,IREDESOADMIN,Sheriff's Office - Admin,Law Talk,Iredell County,2
49625012,25012,1f0,61b4,D,IREDESOCIVIL,Sheriff's Office - Civil,Law Talk,Iredell County,2
49625013,25013,1f0,61b5,D,IREDESOINVES,Sheriff's Office - Investigative,Law Talk,Iredell County,2
49625014,25014,1f0,61b6,D,IREDELSONARC,Sheriff's Office - NARC1,Law Talk,Iredell County,2
49625015,25015,1f0,61b7,D,IREDELLSOOPS,Sheriff's Office - Operations,Law Tac,Iredell County,2
49625016,25016,1f0,61b8,D,IREDELSOPTRL,Sheriff's Office - Patrol,Law Tac,Iredell County,2
49625017,25017,1f0,61b9,D,IREDELSOOPS2,Sheriff's Office - Operations 2,Law Talk,Iredell County,2
49625018,25018,1f0,61ba,D,IREDELLEOC,Emergency Operations Center,Emergency Ops,Iredell County,2
49625019,25019,1f0,61bb,D,IREDELLTAC1,TAC1,Multi-Tac,Iredell County,2
49625020,25020,1f0,61bc,D,IREDELLTAC2,TAC2,Multi-Tac,Iredell County,2
49625021,25021,1f0,61bd,D,IREDELLTAC3,TAC3,Multi-Tac,Iredell County,2
49625022,25022,1f0,61be,D,IREDELLTAC4,TAC4,Multi-Tac,Iredell County,2
49625023,25023,1f0,61bf,D,IREDELLTAC5,TAC5,Multi-Tac,Iredell County,2
49625024,25024,1f0,61c0,D,IREDELLTAC6,TAC6,Multi-Tac,Iredell County,2
49625025,25025,1f0,61c1,D,IREDELLTAC7,TAC7,Multi-Tac,Iredell County,2
49625026,25026,1f0,61c2,D,IREDELLTAC8,TAC8,Multi-Tac,Iredell County,2
49625036,25036,1f0,61cc,D,MOORESVEMS,Moores EMS,EMS Dispatch,Iredell County,2
49625037,25037,1f0,61cd,D,MOORESVFDDIS,Moores Fire - Dispatch,Fire-Tac,Iredell County,2
49625038,25038,1f0,61ce,D,MOORESVFDOPS,Moores Fire - Operations,Fire-Tac,Iredell County,2
49625039,25039,1f0,61cf,D,MOORESVPDDIS,Moores Police - Dispatch,Law Tac,Iredell County,2
49625040,25040,1f0,61d0,D,MOORESVPDOPS,Moores Police - Operations,Law Tac,Iredell County,2
49625050,25050,1f0,61da,D,STATESFDADMI,Statesville Fire - Admin,Fire-Talk,Iredell County,2
49625051,25051,1f0,61db,D,STATESFDDISP,Statesville Fire - Dispatch,Fire Dispatch,Iredell County,2
49625052,25052,1f0,61dc,D,STATESFDOPS,Statesville Fire - Operations,Fire-Tac,Iredell County,2
49625053,25053,1f0,61dd,D,STATESPDADMI,Statesville Police - Admin,Law Talk,Iredell County,2
49625054,25054,1f0,61de,D,STATESPDDISP,Statesville Police - Dispatch,Law Dispatch,Iredell County,2
49625055,25055,1f0,61df,D,STATESPDINVE,Statesville Police - Investigations,Law Talk,Iredell County,2
49625056,25056,1f0,6.10E+01,D,STATESPDNARC,Statesville Police - NARC,Law Talk,Iredell County,2
49625057,25057,1f0,6.10E+02,D,STATESPDPTRL,Statesville Police - Patrol,Law Tac,Iredell County,2
49625058,25058,1f0,6.10E+03,D,STATESPDOPS,Statesville Police - Operations,Law Tac,Iredell County,2
49625068,25068,1f0,61ec,D,TROUTPDADMIN,Trout Police - Admin,Law Talk,Iredell County,2
49625069,25069,1f0,61ed,D,TROUTPDPTRL,Trout Police - Patrol,Law Tac,Iredell County,2
49625500,25500,1f0,639c,D,JackCo EmMgt,Emergency Management,Emergency Ops,Jackson County,2
49625501,25501,1f0,639d,D,JackCo EMS,EMS,EMS Dispatch,Jackson County,2
49625502,25502,1f0,639e,D,JackCo Fire,Fire,Fire Dispatch,Jackson County,2
49625503,25503,1f0,639f,D,JacksonCo MA,Mutual Aid,Interop,Jackson County,2
49625504,25504,1f0,63a0,D,JackCo Law,Law Enforcement,Law Dispatch,Jackson County,2
49625505,25505,1f0,63a1,D,JackCo Tac,Tactical,Law Tac,Jackson County,2
49626002,26002,1f0,6592,D,JohnstonCoFD,Fire and EMS,Fire Dispatch,Johnston County,2
49626003,26003,1f0,6593,D,JohnstnCoLaw,Law,Law Dispatch,Johnston County,2
49626504,26504,1f0,6788,D,JONESSO,Jones County Sheriff Office - Dispatch,Law Dispatch,Jones County,2
49627000,27000,1f0,6978,D,LEECOM,Lee County Common,Multi-Talk,Lee County,2
49627001,27001,1f0,6979,D,LEEEM,Lee County Emergency Management,Multi-Talk,Lee County,2
49627002,27002,1f0,697a,D,LEEEMS,Lee County EMS,EMS Dispatch,Lee County,2
49627003,27003,1f0,697b,D,LEEEMSADMIN,Lee County EMS Admin,EMS-Talk,Lee County,2
49627004,27004,1f0,697c,D,LEEEMSOPS,Lee County EMS OPS,EMS-Tac,Lee County,2
49627005,27005,1f0,697d,D,LEEFDADMIN,Lee County FD Admin,Fire-Talk,Lee County,2
49627006,27006,1f0,697e,D,LEEFDOPS,Lee County FD OPS,Fire-Tac,Lee County,2
49627007,27007,1f0,697f,D,LEEFIRE,Lee County FD,Fire Dispatch,Lee County,2
49627008,27008,1f0,6980,D,LEEMAID,Lee County Mutual Aid,Interop,Lee County,2
49627009,27009,1f0,6981,D,LEESO,Lee County Sheriff,Law Dispatch,Lee County,2
49627010,27010,1f0,6982,D,LEESOADMIN,Lee County Sheriff Admin,Law Talk,Lee County,2
49627011,27011,1f0,6983,D,LEESOCID,Lee County Sheriff CID,Law Tac,Lee County,2
49627012,27012,1f0,6984,D,LEESONARC,Lee County Sheriff NARC,Law Tac,Lee County,2
49627013,27013,1f0,6985,D,LEESOOPS,Lee County Sheriff OPS,Law Tac,Lee County,2
49627014,27014,1f0,6986,D,LEETAC,Lee County TAC,Multi-Tac,Lee County,2
49627015,27015,1f0,6987,D,LEETAC2,Lee County TAC 2,Multi-Tac,Lee County,2
49627016,27016,1f0,6988,D,LEETAC3,Lee County TAC 3,Multi-Tac,Lee County,2
49627017,27017,1f0,6989,D,LEETAC4,Lee County TAC 4,Multi-Tac,Lee County,2
49627018,27018,1f0,698a,D,LEETAC5,Lee County TAC 5,Multi-Tac,Lee County,2
49627019,27019,1f0,698b,D,LEETAC6,Lee County TAC 6,Multi-Tac,Lee County,2
49627020,27020,1f0,698c,D,LEETAC7,Lee County TAC 7,Multi-Tac,Lee County,2
49627021,27021,1f0,698d,D,LEETAC8,Lee County TAC 8,Multi-Tac,Lee County,2
49627031,27031,1f0,6997,D,SANFRDPDADM,Sanford PD Admin,Law Talk,Lee County,2
49627032,27032,1f0,6998,D,SANFRDPDCID,Sanford PD CID,Law Tac,Lee County,2
49627033,27033,1f0,6999,D,SANFRDPDDISP,Sanford PD Dispatch,Law Dispatch,Lee County,2
49627034,27034,1f0,699a,D,SANFRDPDOPS,Sanford PD OPS,Law Tac,Lee County,2
49627035,27035,1f0,699b,D,SANFRDPDSOPS,Sanford PD Special OPS,Law Tac,Lee County,2
49627500,27500,1f0,6b6c,D,LENOIRCOEM,Emergency Management,Emergency Ops,Lenoir County,2
49627501,27501,1f0,6b6d,D,LENOIRCOEMS,EMS,EMS Dispatch,Lenoir County,2
49627502,27502,1f0,6b6e,D,LENOIRCOFD,Fire,Fire Dispatch,Lenoir County,2
49627503,27503,1f0,6b6f,D,LENOIRCOLAW,County Law,Law Dispatch,Lenoir County,2
49627504,27504,1f0,6b70,D,LENOIRMAIDD,Mutual Aid,Interop,Lenoir County,2
49627505,27505,1f0,6b71,D,LENOIRCOTAC1,County TAC 1,Law Tac,Lenoir County,2
49628000,28000,1f0,6d60,D,LINCOLNEM,Lincoln County Emergency Management ,Multi-Talk,Lincoln County,2
49628001,28001,1f0,6d61,D,LINCOLNEMS,Lincoln County EMS,EMS Dispatch,Lincoln County,2
49628002,28002,1f0,6d62,D,LINCOLNFIRE,Lincoln County Fire,Fire Dispatch,Lincoln County,2
49628003,28003,1f0,6d63,D,LINCOLNMAID,Lincoln County Mutual Aid,Interop,Lincoln County,2
49628004,28004,1f0,6d64,D,LINCOLNSO,Lincoln County Sheriff,Law Dispatch,Lincoln County,2
49628005,28005,1f0,6d65,D,LINCOLNTAC,Lincoln County TAC,Multi-Tac,Lincoln County,2
49628500,28500,1f0,6f54,D,MCDOWELLEM,McDowell County EM,Emergency Ops,McDowell County,2
49628501,28501,1f0,6f55,D,MCDOWELLEMS,McDowell County EMS,EMS Dispatch,McDowell County,2
49628502,28502,1f0,6f56,D,MCDOWELLFIRE,McDowell County Fire,Fire Dispatch,McDowell County,2
49628503,28503,1f0,6f57,D,MCDOWELLMAID,McDowell County Mutual Aid,Interop,McDowell County,2
49628504,28504,1f0,6f58,D,MCDOWELLSO,McDowell County Law,Law Tac,McDowell County,2
49628505,28505,1f0,6f59,D,MCDOWELLTAC,McDowell County TAC,Multi-Tac,McDowell County,2
49629000,29000,1f0,7148,D,MACON EM,Macon County Emergency Management,Emergency Ops,Macon County,2
49629001,29001,1f0,7149,D,MACON EMS,Macon County EMS,EMS Dispatch,Macon County,2
49629002,29002,1f0,714a,D,MACON FIRE,Macon County Fire,Fire Dispatch,Macon County,2
49629003,29003,1f0,714b,D,MACON MA,Macon County Mutual Aid,Interop,Macon County,2
49629004,29004,1f0,714c,D,MACON LAW,Macon County Law Enforcement,Law Dispatch,Macon County,2
49629005,29005,1f0,714d,D,MACON TAC,Macon County TAC,Law Tac,Macon County,2
49629500,29500,1f0,733c,D,MADISONEM,Madison County Emergency Management,Multi-Talk,Madison County,2
49629501,29501,1f0,733d,D,MADISONEMS,Madison County EMS,EMS Dispatch,Madison County,2
49629502,29502,1f0,733e,D,MADISONFIRE,Madison County Fire,Fire Dispatch,Madison County,2
49629503,29503,1f0,733f,D,MADISONMAID,Madison County Mutual Aid,Interop,Madison County,2
49629504,29504,1f0,7340,D,MADISONSO,Madison County Sheriff,Law Dispatch,Madison County,2
49629505,29505,1f0,7341,D,MADISONTAC,Madison County TAC,Multi-Tac,Madison County,2
49630000,30000,1f0,7530,D,MARTINCOMM,County Common,Multi-Talk,Martin County,2
49630001,30001,1f0,7531,D,MARTINEM,Emergency Management,Emergency Ops,Martin County,2
49630002,30002,1f0,7532,D,MARTINEMS,EMS,EMS Dispatch,Martin County,2
49630003,30003,1f0,7533,D,MARTINFD,Fire,Fire Dispatch,Martin County,2
49630004,30004,1f0,7534,D,MARTINLAW,County Law,Law Dispatch,Martin County,2
49630005,30005,1f0,7535,D,MARTINMAID,Mutual Aid,Interop,Martin County,2
49630006,30006,1f0,7536,D,MARTINPW,Public Works,Public Works,Martin County,2
49630007,30007,1f0,7537,D,MARTINSOADMN,Sheriffs Office Admin,Law Tac,Martin County,2
49630008,30008,1f0,7538,D,MARTINSOINV,Sheriffs Office Investigations,Law Tac,Martin County,2
49630010,30010,1f0,753a,D,MARTINSOSRO,Sheriffs Office School Resource Officer,Law Tac,Martin County,2
49630011,30011,1f0,753b,D,MARTINTAC1,County Tac 1,Multi-Tac,Martin County,2
49630012,30012,1f0,753c,D,MARTINTAC2,County Tac 2,Multi-Tac,Martin County,2
49630013,30013,1f0,753d,D,MARTINTAC3,County Tac 3,Multi-Tac,Martin County,2
49630023,30023,1f0,7547,D,WILLIMSTONPD,Williamston Police Department Dispatch,Law Dispatch,Martin County,2
49631000,31000,1f0,7918,D,MITCHELL EM,Emergency Management - MCEM,Emergency Ops,Mitchell County,2
49631001,31001,1f0,7919,D,MCEMSDISP,EMS Dispatch,EMS Dispatch,Mitchell County,2
49631002,31002,1f0,791a,D,MCFDDISP,Fire Dispatch,Fire Dispatch,Mitchell County,2
49631004,31004,1f0,791c,D,MITCHELLSO,Sheriff,Law Dispatch,Mitchell County,2
49631042,31042,1f0,7942,D,MCTRANS,Transportation Authority,Transportation,Mitchell County,2
49631500,31500,1f0,7b0c,D,MONTCOCOM,County Common,Multi-Tac,Montogomery County,2
49631501,31501,1f0,7b0d,D,MONTESTAC1,Emergency Services Tac 1,Emergency Ops,Montogomery County,2
49631502,31502,1f0,7b0e,D,MONTESTAC2,Emergency Services Tac 2,Emergency Ops,Montogomery County,2
49631503,31503,1f0,7b0f,D,MONTESTAC3,Emergency Services Tac 3,Emergency Ops,Montogomery County,2
49631504,31504,1f0,7b10,D,MONTESTAC4,Emergency Services Tac 4,Emergency Ops,Montogomery County,2
49631505,31505,1f0,7b11,D,MONTESTAC5,Emergency Services Tac 5,Emergency Ops,Montogomery County,2
49631506,31506,1f0,7b12,D,MONTGMRYEM,Emergency Management,Emergency Ops,Montogomery County,2
49631507,31507,1f0,7b13,D,MONTGMRYEMS,EMS,EMS Dispatch,Montogomery County,2
49631508,31508,1f0,7b14,D,MONTGOMRYFI,Fire,Fire Dispatch,Montogomery County,2
49631509,31509,1f0,7b15,D,MONTGMRYSO,Sheriffs Office,Law Dispatch,Montogomery County,2
49631510,31510,1f0,7b16,D,MONTGOMPD,Montgomery Police,Law Dispatch,Montogomery County,2
49631511,31511,1f0,7b17,D,MONTGMPDTAC,Montogmery Police Tac,Law Tac,Montogomery County,2
49631512,31512,1f0,7b18,D,MONTGMAID,Mutual Aid,Interop,Montogomery County,2
49631513,31513,1f0,7b19,D,MONTGADMI,Mongomery Administration,Law Tac,Montogomery County,2
49631514,31514,1f0,7b1a,D,MONTGSOJAIL,Sheriffs Offcie Jail,Law Tac,Montogomery County,2
49631515,31515,1f0,7b1b,D,MONTGSOSURV,Sheriffs Office Survelliance,Law Tac,Montogomery County,2
49631516,31516,1f0,7b1c,D,MONTGSOTAC,Sheriffs Office Tac,Law Tac,Montogomery County,2
49631526,31526,1f0,7b26,D,BISCOEPDTAC,Biscoe Police Tac,Law Tac,Montogomery County,2
49631536,31536,1f0,7b30,D,MONTPDADM,Montgomery Police Administration,Law Tac,Montogomery County,2
49631546,31546,1f0,7b3a,D,MTGILDPDTAC,Mount Gilead Police Tac,Law Tac,Montogomery County,2
49631556,31556,1f0,7b44,D,STARPDTAC,Star Police Tac,Law Tac,Montogomery County,2
49631566,31566,1f0,7b4e,D,TROYPDTAC,Troy Police Tac,Law Tac,Montogomery County,2
49632000,32000,1f0,7d00,D,MOORECOMMON,County Common,Multi-Tac,Moore County,2
49632001,32001,1f0,7d01,D,MOOREEM,Emergenct Management,Emergency Ops,Moore County,2
49632002,32002,1f0,7d02,D,MOORECOEMS,EMS Dispatch,EMS Dispatch,Moore County,2
49632003,32003,1f0,7d03,D,MCOEEMSADMI,EMS Administration,EMS-Tac,Moore County,2
49632004,32004,1f0,7d04,D,MOOREEVENT,County Event,Multi-Tac,Moore County,2
49632005,32005,1f0,7d05,D,MOOREFDADMIN,Fire Administration,Fire-Tac,Moore County,2
